settlement_name,map_type,photo_thumb_url,wikipedia_article_url
Zebecke,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Zebecke
Porrogszentkirály,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Porrogszentkir%C3%A1ly
Esztergályhorváti,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Eszterg%C3%A1lyhorv%C3%A1ti
Kőkút,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/K%C5%91k%C3%BAt
Mikekarácsonyfa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Mikekar%C3%A1csonyfa
Hernyék,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Herny%C3%A9k
Szegilong,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Szegilong
Szentkozmadombja,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Szentkozmadombja
Vasboldogasszony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Vasboldogasszony
Garabonc,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Garabonc
Pórszombat,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/P%C3%B3rszombat
Lakhegy,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Lakhegy
Nagykutas,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Nagykutas
Zalaszentlőrinc,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Zalaszentl%C5%91rinc
Somogyviszló,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Somogyviszl%C3%B3
Sümegcsehi,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/S%C3%BCmegcsehi
Kispáli,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Kisp%C3%A1li
Kissziget,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Kissziget
Kelevíz,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Kelev%C3%ADz
Nyugotszenterzsébet,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Nyugotszenterzs%C3%A9bet
Nagyszakácsi,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Nagyszak%C3%A1csi
Kiskutas,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Kiskutas
Nemeskisfalud,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Nemeskisfalud
Inke,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Inke
Fityeház,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Fityeh%C3%A1z
Alsóregmec,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Als%C3%B3regmec
Homokszentgyörgy,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Homokszentgy%C3%B6rgy
Varászló,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Var%C3%A1szl%C3%B3
Bakonypölöske,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Bakonyp%C3%B6l%C3%B6ske
Szulok,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Szulok
Patosfa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Patosfa
Taktakenéz,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Taktaken%C3%A9z
Vése,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/V%C3%A9se
Marócsa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Mar%C3%B3csa
Babarcszőlős,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Babarcsz%C5%91l%C5%91s
Tekenye,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Tekenye
Oroszi,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Oroszi
Nemesdéd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Nemesd%C3%A9d
Besence,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Besence
Balotaszállás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Balotasz%C3%A1ll%C3%A1s
Kunbaracs,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Kunbaracs
Jákó,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/J%C3%A1k%C3%B3
Pusztamiske,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Pusztamiske
Somogyhatvan,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Somogyhatvan
Lakócsa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Lak%C3%B3csa
Drávakeresztúr,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Dr%C3%A1vakereszt%C3%BAr
Kisdobsza,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Kisdobsza
Újléta,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hajdu-Bihar_location_map.PNG/960px-Hajdu-Bihar_location_map.PNG,https://hu.wikipedia.org/wiki/%C3%9Ajl%C3%A9ta
Endrőc,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Endr%C5%91c
Pápasalamon,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/P%C3%A1pasalamon
Ladánybene,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Lad%C3%A1nybene
Velény,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Vel%C3%A9ny
Komlósd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Koml%C3%B3sd
Drávagárdony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Dr%C3%A1vag%C3%A1rdony
Siklósbodony,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Sikl%C3%B3sbodony
Nyírgelse,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrgelse
Kákics,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/K%C3%A1kics
Piskó,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Pisk%C3%B3
Nemesnép,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Nemesn%C3%A9p
Csoma,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Csoma
Markóc,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Mark%C3%B3c
Kemse,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Kemse
Móricgát,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/M%C3%B3ricg%C3%A1t
Vejti,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Vejti
Sámod,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/S%C3%A1mod
Bolhó,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Bolh%C3%B3
Kisszentmárton,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Kisszentm%C3%A1rton
Heresznye,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Heresznye
Páprád,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/P%C3%A1pr%C3%A1d
Potony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Potony
Encsencs,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Encsencs
Baranyahídvég,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Baranyah%C3%ADdv%C3%A9g
Hirics,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Hirics
